title,author,rating,voters,price,publisher,page_count,published_date
The Guardians: A Novel,John Grisham,4.5,60,71.63,Doubleday,384,15-Oct-19
Blood Runs Cold: A completely unputdownable mystery and suspense thriller,Dylan Young,4.8,22,11.21,Bookouture,350,16-May-18
Now or Never: A Novel,Elizabeth Adler,4.5,14,31.46,Island Books,448,7-Jul-10
'Salem's Lot,Stephen King,4.4,247,55.1,Hachette UK,300,11-Dec-08
The Burning White: Book Five of Lightbringer,Brent Weeks,4.9,42,98.42,Hachette UK,640,22-Oct-19
Final Option: 'The best one yet',Clive Cussler,5,3,93.75,Penguin UK,400,14-Nov-19
The Complete Art of War,Sun Tzu,4.7,110,7.84,Simon and Schuster,667,29-Apr-13
Marketing (The Brian Tracy Success Library),Brian Tracy,,,29.4,AMACOM,112,11-Jun-14
Good to Great: Why Some Companies Make the Leap...And Others Don't,Jim Collins,4.3,255,96.12,Harper Collins,320,19-Jul-11
The Queen of Nothing (The Folk of the Air #3),Holly Black,5,11,36.86,Bonnier Zaffre Ltd.,448,19-Nov-19
"Chronicle of the Unhewn Throne: (The Emperor's Blades, The Providence of Fire, The Last Mortal Bond)",Brian Staveley,4.3,16,129.51,Macmillan,1728,6-Dec-16
Team Sonic Racing Plus Deluxe Turbo Championship Edition one-shot,Caleb Goellner,4.8,30,11.78,IDW Publishing,52,22-May-19
The Jump,Doug Johnstone,4.1,92,32.78,Faber & Faber,304,4-Aug-15
Influence: The Psychology of Persuasion,"Robert B. Cialdini, PhD",4.3,288,56.14,Harper Collins,336,2-Jun-09
"Business Process Management: Concepts, Languages, Architectures, Edition 2",Mathias Weske,2.5,2,265.39,Springer Science & Business Media,404,3-May-12
Twas The Nightshift Before Christmas: Festive hospital diaries from the author of million-copy hit This is Going to Hurt,Adam Kay,4.7,47,41.82,Pan Macmillan,112,17-Oct-19
Happy: Why More or Less Everything is Absolutely Fine,Derren Brown,4,2,55.47,Random House,576,22-Sep-16
Once Missed (A Riley Paige Mystery—Book 16),Blake Pierce,4.4,14,31.47,Blake Pierce,250,29-Oct-19
The Hitchhiker's Guide to the Galaxy: 42nd Anniversary Edition,Douglas Adams,4.6,100,32.51,Pan Macmillan,245,1-Sep-09
A Trace of Crime (a Keri Locke Mystery--Book #4),Blake Pierce,4.7,62,18.72,Blake Pierce,250,20-Oct-17
Candide,Voltaire,4.5,14,11.78,Open Road Media,112,27-Jan-15
Strawberry Shortcake Murder,Joanne Fluke,4,80,43.36,Kensington Books,304,1-Oct-11
My Little Pony: Friendship is Magic #45,Thom Zahler,4.4,216,15.72,IDW Publishing,31,31-Aug-16
The Hitchhiker's Guide to the Galaxy: 42nd Anniversary Edition,Douglas Adams,4.6,100,32.51,Pan Macmillan,245,1-Sep-09
Becoming Steve Jobs: The Evolution of a Reckless Upstart into a Visionary Leader,Brent Schlender,4.6,36,70.88,Crown Business,464,24-Mar-15
Deadpool Team-Up Vol. 1: Good Buddies,Fred Van Lente,3.9,363,43.28,Marvel Entertainment,9.78E+12,186
Eeny Meeny: DI Helen Grace 1,M. J. Arlidge,4.2,278,42.16,Penguin UK,464,8-May-14
The Art of War (The Classic Lionel Giles Translation),Sun Tzu,4.6,24,4.17,e-artnow,80,2-Jun-12
Marketing (The Brian Tracy Success Library),Brian Tracy,,,29.4,AMACOM,112,11-Jun-14
Antiques Con,Barbara Allan,4.8,4,29.9,Kensington Books,288,1-Apr-15
Boy Erased: A Memoir,Garrard Conley,4,35,23.85,Penguin,352,10-May-16
How To Win Friends and Influence People,Dale Carnegie,4.3,6615,51.15,Simon and Schuster,320,24-Aug-10
The Art of Super Mario Odyssey,Nintendo,3.9,9,133.85,Dark Horse Comics,368,5-Nov-19
Death in an Elegant City: An English Village Murder Mystery,Sara Rosett,3.9,7,19.65,Sara Rosett,254,30-Apr-16
Secrets of the Millionaire Mind: Mastering the Inner Game of Wealth,T. Harv Eker,4.6,352,3.9,Harper Collins,224,13-Oct-09
How to Understand Business Finance: Edition 2,Bob Cinnamon,3.5,4,46.85,Kogan Page Publishers,176,3-Apr-10
The Infinite Game,Simon Sinek,3.8,4,71.63,Penguin,272,15-Oct-19
Home Work: A Memoir of My Hollywood Years,Julie Andrews,5,1,98.42,Hachette UK,352,15-Oct-19
"Awaken the Giant Within: How to Take Immediate Control of Your Mental, Emotional, Physical and Financial",Tony Robbins,4.6,250,55.09,Simon and Schuster,544,1-Nov-07
Homecoming (A Chloe Fine Psychological Suspense Mystery—Book 5),Blake Pierce,4.6,9,22.47,Blake Pierce,250,29-Oct-19
We,Yevgeny Zamyatin,4.3,49,7.13,Pan,226,15-Jan-13
"Business Process Management: Concepts, Languages, Architectures, Edition 2",Mathias Weske,2.5,2,265.39,Springer Science & Business Media,404,3-May-12
A Trace of Vice (a Keri Locke Mystery--Book #3),Blake Pierce,4.8,90,18.72,Blake Pierce,250,15-Jun-17
You'll Never See Daylight Again,Michaella McCollum,4.3,6,42.16,Kings Road Publishing,476,31-Oct-19
In Dark Company: A Kate Burkholder Short Story,Linda Castillo,4.3,6,6.64,Minotaur Books,60,29-May-18
The Secrets of Saving and Investing with Alvin Hall: Simple Strategies to Make Your Money Go Further,Alvin Hall,3.7,23,3.9,Hachette UK,30,29-Jan-15
Darksiders: The Abomination Vault: A Novel,Ari Marmell,4.5,485,57.3,Del Rey,368,24-Jul-12
Batman Vol. 4: Zero Year-Secret City (The New 52),Scott Snyder,4.4,399,66.91,DC,180,13-May-14
Riley Paige Mystery Bundle: Once Gone (#1) and Once Taken (#2),Blake Pierce,4.5,45,14.96,Blake Pierce,250,16-Jun-16
Martha Stewart's Cookie Perfection: 100+ Recipes to Take Your Sweet Treats to the Next Level: A Baking Book,Editors of Martha Stewart Living,,,66.87,Clarkson Potter,256,15-Oct-19
Antiques Roadkill: A Trash 'n' Treasures Mystery,Barbara Allan,3.3,23,26.15,Kensington Publishing Corp.,288,1-Jul-07
Platform: Get Noticed in a Noisy World,Michael Hyatt,4.6,18,73.92,HarperCollins Leadership,288,21-May-12
The Witcher #1,Paul Tobin,4.6,85,7.84,Dark Horse Comics (Single Issues),24,19-Feb-14
Wrecking Ball (Diary of a Wimpy Kid Book 14),Jeff Kinney,4.7,166,53.11,Abrams,224,5-Nov-19
HR from the Outside In: Six Competencies for the Future of Human Resources,David Ulrich,3.6,5,133.9,McGraw Hill Professional,272,20-Jul-12
Watching (The Making of Riley Paige—Book 1),Blake Pierce,4.6,483,0,Blake Pierce,250,15-May-18
The Black Box,Michael Connelly,4,85,43.28,Hachette UK,448,22-Nov-12
Homecoming (A Chloe Fine Psychological Suspense Mystery—Book 5),Blake Pierce,4.6,9,22.47,Blake Pierce,250,29-Oct-19
PSYCHOANALYSIS FOR BEGINNERS: A General Introduction to Psychoanalysis & Dream Psychology,Sigmund Freud,4.2,12,2.06,e-artnow,160,8-Feb-16
Kiss the Girls and Make Them Cry,Mary Higgins Clark,4,1,42.26,Simon and Schuster,400,14-Nov-19
"Mistborn Trilogy: The Final Empire, The Well of Ascension, The Hero of Ages",Brandon Sanderson,4.7,2700,66.12,Tor Books,1712,1-Feb-11
A Trace of Crime (a Keri Locke Mystery--Book #4),Blake Pierce,4.7,62,18.72,Blake Pierce,250,20-Oct-17
Final Option: 'The best one yet',Clive Cussler,5,3,93.75,Penguin UK,400,14-Nov-19
"The Painted Man (The Demon Cycle, Book 1)",Peter V. Brett,4.5,577,28.54,HarperCollins UK,544,8-Jan-09
Morning Star,Pierce Brown,4.8,886,62.1,Del Rey,544,9-Feb-16
Blue Moon: A Jack Reacher Novel,Lee Child,4.4,85,71.63,Dell,368,29-Oct-19
The Daylight War: Book Three of The Demon Cycle,Peter V. Brett,4.6,861,35.4,Del Rey,656,12-Feb-13
Getting Away Is Deadly: An Ellie Avery Mystery,Sara Rosett,4,10,26.15,Kensington Publishing Corp.,320,1-Mar-09
The Queen of Nothing (The Folk of the Air #3),Holly Black,5,11,36.86,Bonnier Zaffre Ltd.,448,19-Nov-19
Now or Never: A Novel,Elizabeth Adler,4.5,14,31.46,Island Books,448,7-Jul-10
Marvel Universe Vs. The Punisher: Volume 1,Jonathan Maberry,4.2,661,27.53,Marvel Entertainment,112,5-Jan-11
Darksiders: The Abomination Vault: A Novel,Ari Marmell,4.5,485,57.3,Del Rey,368,24-Jul-12
The Essentials of Finance and Accounting for Nonfinancial Managers,Edward Fields,,,58.99,AMACOM,320,15-Mar-11
The Magic of Thinking Big,David J. Schwartz,4.6,244,66.87,Penguin,256,2-Dec-14
Management (The Brian Tracy Success Library),Brian Tracy,,,38.44,AMACOM,112,15-May-14
The Essentials of Finance and Accounting for Nonfinancial Managers,Edward Fields,,,58.99,AMACOM,320,15-Mar-11
Eeny Meeny: DI Helen Grace 1,M. J. Arlidge,4.2,278,42.16,Penguin UK,464,8-May-14
The Infinite Game,Simon Sinek,3.8,4,71.63,Penguin,272,15-Oct-19
Twas The Nightshift Before Christmas: Festive hospital diaries from the author of million-copy hit This is Going to Hurt,Adam Kay,4.7,47,41.82,Pan Macmillan,112,17-Oct-19
Why We Sleep: The New Science of Sleep and Dreams,Matthew Walker,4.8,52,46.85,Penguin UK,368,28-Sep-17
How to Understand Business Finance: Edition 2,Bob Cinnamon,3.5,4,46.85,Kogan Page Publishers,176,3-Apr-10
Spider-Man: Kraven's Last Hunt,J. M. DeMatteis,4.6,74,43.28,Marvel Entertainment,168,10-Dec-14
W is for Wasted: A Kinsey Millhone Novel,Sue Grafton,4.3,206,39.34,Penguin,448,10-Sep-13
